date,forecast_var,fold,actual_var,target,log_forecast
2020-10-22,7.480210676920297e-05,Fold4_2020_COVID,2.9923262676596367e-05,-10.416874364125468,-9.500664508016802
2020-10-23,6.669105706042831e-05,Fold4_2020_COVID,1.1489800298341456e-05,-11.374050846729721,-9.615439691086875
2020-10-26,5.4480740662857374e-05,Fold4_2020_COVID,0.00034793002471359677,-7.963509176817978,-9.817663301082218
2020-10-27,0.0001240283989379831,Fold4_2020_COVID,1.192662148178229e-05,-11.336737557118326,-8.994999994887747
2020-10-28,0.00010202750612055212,Fold4_2020_COVID,0.0012094240930123196,-6.717610988864752,-9.190268113185292
2020-10-29,0.0003260935750816027,Fold4_2020_COVID,0.00010225964445424798,-9.187995445198498,-8.028326177658087
2020-10-30,0.0002599392203068004,Fold4_2020_COVID,0.0001098255503827897,-9.116617356662315,-8.255062722327525
2020-11-02,0.0002311547147020455,Fold4_2020_COVID,0.0001242354541875796,-8.993331968753477,-8.372423311017108
2020-11-03,0.00020299093227308282,Fold4_2020_COVID,0.00030632245517138657,-8.090872235773208,-8.502349248525661
2020-11-04,0.00022187254918887124,Fold4_2020_COVID,0.0004885432359044957,-7.6240825829169365,-8.413407443704912
2020-11-05,0.0002691711932662332,Fold4_2020_COVID,0.0003730725275127747,-7.8937377134882105,-8.220162974588805
2020-11-06,0.0002833005526561187,Fold4_2020_COVID,5.218398522014345e-08,-16.768490185678484,-8.169002200349196
2020-11-09,0.0001908533555579969,Fold4_2020_COVID,0.00015593121009971006,-8.76609560886588,-8.564005196753135
2020-11-10,0.0001822246439117841,Fold4_2020_COVID,2.1532234293696254e-06,-13.048544569132842,-8.610270324810767
2020-11-11,0.000132799954852847,Fold4_2020_COVID,5.477573118694586e-05,-9.812263323654527,-8.9266666608855
2020-11-12,0.00011557328446726463,Fold4_2020_COVID,9.503332909939499e-05,-9.261282895265898,-9.065605731658817
2020-11-13,0.00012341425840424488,Fold4_2020_COVID,0.00018905493378882553,-8.573472930169272,-8.99996390694229
2020-11-16,0.00013912516645622918,Fold4_2020_COVID,0.00015388676284856578,-8.77929353219897,-8.880136551918397
2020-11-17,0.00014391720119466734,Fold4_2020_COVID,2.9081207764233967e-05,-10.445418373691187,-8.846272415463096
2020-11-18,0.00012389934600341845,Fold4_2020_COVID,0.0001466016917855972,-8.82779122843099,-8.996041047765882
2020-11-19,0.00014197833143969686,Fold4_2020_COVID,1.7651945546627972e-05,-10.944664551389062,-8.859836107501984
